MaskPath,ImageID,LabelName,BoxID,BoxXMin,BoxXMax,BoxYMin,BoxYMax,PredictedIoU,Clicks
patient00188_plane3_2_of_3_brain_00000000.png,Patient00188_Plane3_2_of_3,Brain,00000000,,,,,,
patient00188_plane3_2_of_3_csp_00000001.png,Patient00188_Plane3_2_of_3,CSP,00000001,,,,,,
patient00188_plane3_2_of_3_lv_00000002.png,Patient00188_Plane3_2_of_3,LV,00000002,,,,,,
patient00216_plane3_2_of_5_brain_00000000.png,Patient00216_Plane3_2_of_5,Brain,00000000,,,,,,
patient00216_plane3_2_of_5_csp_00000001.png,Patient00216_Plane3_2_of_5,CSP,00000001,,,,,,
patient00216_plane3_2_of_5_lv_00000002.png,Patient00216_Plane3_2_of_5,LV,00000002,,,,,,
patient00305_plane3_1_of_5_brain_00000000.png,Patient00305_Plane3_1_of_5,Brain,00000000,,,,,,
patient00305_plane3_1_of_5_csp_00000001.png,Patient00305_Plane3_1_of_5,CSP,00000001,,,,,,
patient00305_plane3_1_of_5_lv_00000002.png,Patient00305_Plane3_1_of_5,LV,00000002,,,,,,
patient00630_plane3_1_of_1_brain_00000000.png,Patient00630_Plane3_1_of_1,Brain,00000000,,,,,,
patient00630_plane3_1_of_1_csp_00000001.png,Patient00630_Plane3_1_of_1,CSP,00000001,,,,,,
patient00644_plane3_1_of_3_brain_00000000.png,Patient00644_Plane3_1_of_3,Brain,00000000,,,,,,
patient00644_plane3_1_of_3_lv_00000001.png,Patient00644_Plane3_1_of_3,LV,00000001,,,,,,
patient00644_plane3_1_of_3_csp_00000002.png,Patient00644_Plane3_1_of_3,CSP,00000002,,,,,,
patient00652_plane3_1_of_1_brain_00000000.png,Patient00652_Plane3_1_of_1,Brain,00000000,,,,,,
patient00652_plane3_1_of_1_lv_00000001.png,Patient00652_Plane3_1_of_1,LV,00000001,,,,,,
patient00661_plane3_1_of_1_brain_00000000.png,Patient00661_Plane3_1_of_1,Brain,00000000,,,,,,
patient00661_plane3_1_of_1_csp_00000001.png,Patient00661_Plane3_1_of_1,CSP,00000001,,,,,,
patient00688_plane3_1_of_1_brain_00000000.png,Patient00688_Plane3_1_of_1,Brain,00000000,,,,,,
patient00688_plane3_1_of_1_csp_00000001.png,Patient00688_Plane3_1_of_1,CSP,00000001,,,,,,
patient00688_plane3_1_of_1_lv_00000002.png,Patient00688_Plane3_1_of_1,LV,00000002,,,,,,
patient00692_plane3_3_of_5_brain_00000000.png,Patient00692_Plane3_3_of_5,Brain,00000000,,,,,,
patient00699_plane3_3_of_4_brain_00000000.png,Patient00699_Plane3_3_of_4,Brain,00000000,,,,,,
patient00700_plane3_2_of_2_brain_00000000.png,Patient00700_Plane3_2_of_2,Brain,00000000,,,,,,
patient00700_plane3_2_of_2_lv_00000001.png,Patient00700_Plane3_2_of_2,LV,00000001,,,,,,
patient00700_plane3_2_of_2_csp_00000002.png,Patient00700_Plane3_2_of_2,CSP,00000002,,,,,,
patient00702_plane3_1_of_1_brain_00000000.png,Patient00702_Plane3_1_of_1,Brain,00000000,,,,,,
patient00704_plane3_4_of_5_brain_00000000.png,Patient00704_Plane3_4_of_5,Brain,00000000,,,,,,
patient00709_plane3_2_of_3_brain_00000000.png,Patient00709_Plane3_2_of_3,Brain,00000000,,,,,,
patient00710_plane3_4_of_6_brain_00000000.png,Patient00710_Plane3_4_of_6,Brain,00000000,,,,,,
patient00710_plane3_4_of_6_lv_00000001.png,Patient00710_Plane3_4_of_6,LV,00000001,,,,,,
patient00714_plane3_2_of_8_brain_00000000.png,Patient00714_Plane3_2_of_8,Brain,00000000,,,,,,
patient00714_plane3_7_of_8_brain_00000000.png,Patient00714_Plane3_7_of_8,Brain,00000000,,,,,,
patient00714_plane3_7_of_8_lv_00000001.png,Patient00714_Plane3_7_of_8,LV,00000001,,,,,,
patient00715_plane3_1_of_2_brain_00000000.png,Patient00715_Plane3_1_of_2,Brain,00000000,,,,,,
patient00715_plane3_1_of_2_csp_00000001.png,Patient00715_Plane3_1_of_2,CSP,00000001,,,,,,
patient00715_plane3_1_of_2_lv_00000002.png,Patient00715_Plane3_1_of_2,LV,00000002,,,,,,
patient00716_plane3_3_of_6_brain_00000000.png,Patient00716_Plane3_3_of_6,Brain,00000000,,,,,,
patient00716_plane3_3_of_6_lv_00000001.png,Patient00716_Plane3_3_of_6,LV,00000001,,,,,,
patient00717_plane3_1_of_3_brain_00000000.png,Patient00717_Plane3_1_of_3,Brain,00000000,,,,,,
patient00717_plane3_1_of_3_lv_00000001.png,Patient00717_Plane3_1_of_3,LV,00000001,,,,,,
patient00717_plane3_1_of_3_csp_00000002.png,Patient00717_Plane3_1_of_3,CSP,00000002,,,,,,
patient00722_plane3_4_of_5_brain_00000000.png,Patient00722_Plane3_4_of_5,Brain,00000000,,,,,,
patient00723_plane3_3_of_4_brain_00000000.png,Patient00723_Plane3_3_of_4,Brain,00000000,,,,,,
patient00723_plane3_3_of_4_lv_00000001.png,Patient00723_Plane3_3_of_4,LV,00000001,,,,,,
patient00723_plane3_3_of_4_csp_00000002.png,Patient00723_Plane3_3_of_4,CSP,00000002,,,,,,
patient00725_plane3_2_of_4_brain_00000000.png,Patient00725_Plane3_2_of_4,Brain,00000000,,,,,,
patient00725_plane3_2_of_4_lv_00000001.png,Patient00725_Plane3_2_of_4,LV,00000001,,,,,,
patient00728_plane3_2_of_2_brain_00000000.png,Patient00728_Plane3_2_of_2,Brain,00000000,,,,,,
patient00728_plane3_2_of_2_csp_00000001.png,Patient00728_Plane3_2_of_2,CSP,00000001,,,,,,
patient00729_plane3_1_of_3_brain_00000000.png,Patient00729_Plane3_1_of_3,Brain,00000000,,,,,,
patient00729_plane3_1_of_3_csp_00000001.png,Patient00729_Plane3_1_of_3,CSP,00000001,,,,,,
patient00729_plane3_1_of_3_lv_00000002.png,Patient00729_Plane3_1_of_3,LV,00000002,,,,,,
patient00731_plane3_1_of_4_brain_00000000.png,Patient00731_Plane3_1_of_4,Brain,00000000,,,,,,
patient00731_plane3_1_of_4_csp_00000001.png,Patient00731_Plane3_1_of_4,CSP,00000001,,,,,,
patient00731_plane3_1_of_4_lv_00000002.png,Patient00731_Plane3_1_of_4,LV,00000002,,,,,,
patient00736_plane3_3_of_5_brain_00000000.png,Patient00736_Plane3_3_of_5,Brain,00000000,,,,,,
patient00736_plane3_3_of_5_lv_00000001.png,Patient00736_Plane3_3_of_5,LV,00000001,,,,,,
patient00736_plane3_5_of_5_brain_00000000.png,Patient00736_Plane3_5_of_5,Brain,00000000,,,,,,
patient00736_plane3_5_of_5_lv_00000001.png,Patient00736_Plane3_5_of_5,LV,00000001,,,,,,
patient00736_plane3_5_of_5_csp_00000002.png,Patient00736_Plane3_5_of_5,CSP,00000002,,,,,,
patient00737_plane3_1_of_2_brain_00000000.png,Patient00737_Plane3_1_of_2,Brain,00000000,,,,,,
patient00737_plane3_1_of_2_lv_00000001.png,Patient00737_Plane3_1_of_2,LV,00000001,,,,,,
patient00737_plane3_2_of_2_brain_00000000.png,Patient00737_Plane3_2_of_2,Brain,00000000,,,,,,
patient00737_plane3_2_of_2_lv_00000001.png,Patient00737_Plane3_2_of_2,LV,00000001,,,,,,
patient00737_plane3_2_of_2_csp_00000002.png,Patient00737_Plane3_2_of_2,CSP,00000002,,,,,,
patient00738_plane3_1_of_4_brain_00000000.png,Patient00738_Plane3_1_of_4,Brain,00000000,,,,,,
patient00738_plane3_2_of_4_brain_00000000.png,Patient00738_Plane3_2_of_4,Brain,00000000,,,,,,
patient00742_plane3_2_of_4_csp_00000000.png,Patient00742_Plane3_2_of_4,CSP,00000000,,,,,,
patient00742_plane3_2_of_4_lv_00000001.png,Patient00742_Plane3_2_of_4,LV,00000001,,,,,,
patient00746_plane3_4_of_6_brain_00000000.png,Patient00746_Plane3_4_of_6,Brain,00000000,,,,,,
patient00746_plane3_4_of_6_csp_00000001.png,Patient00746_Plane3_4_of_6,CSP,00000001,,,,,,
patient00746_plane3_4_of_6_lv_00000002.png,Patient00746_Plane3_4_of_6,LV,00000002,,,,,,
patient00749_plane3_2_of_4_brain_00000000.png,Patient00749_Plane3_2_of_4,Brain,00000000,,,,,,
patient00749_plane3_2_of_4_lv_00000001.png,Patient00749_Plane3_2_of_4,LV,00000001,,,,,,
patient00749_plane3_2_of_4_csp_00000002.png,Patient00749_Plane3_2_of_4,CSP,00000002,,,,,,
patient00751_plane3_1_of_2_brain_00000000.png,Patient00751_Plane3_1_of_2,Brain,00000000,,,,,,
patient00756_plane3_3_of_3_brain_00000000.png,Patient00756_Plane3_3_of_3,Brain,00000000,,,,,,
patient00758_plane3_3_of_3_brain_00000000.png,Patient00758_Plane3_3_of_3,Brain,00000000,,,,,,
patient00758_plane3_3_of_3_csp_00000001.png,Patient00758_Plane3_3_of_3,CSP,00000001,,,,,,
patient00758_plane3_3_of_3_lv_00000002.png,Patient00758_Plane3_3_of_3,LV,00000002,,,,,,
patient00759_plane3_3_of_4_brain_00000000.png,Patient00759_Plane3_3_of_4,Brain,00000000,,,,,,
patient00759_plane3_3_of_4_lv_00000001.png,Patient00759_Plane3_3_of_4,LV,00000001,,,,,,
patient00759_plane3_3_of_4_csp_00000002.png,Patient00759_Plane3_3_of_4,CSP,00000002,,,,,,
patient00761_plane3_3_of_3_lv_00000000.png,Patient00761_Plane3_3_of_3,LV,00000000,,,,,,
patient00761_plane3_3_of_3_csp_00000001.png,Patient00761_Plane3_3_of_3,CSP,00000001,,,,,,
patient00764_plane3_2_of_6_brain_00000000.png,Patient00764_Plane3_2_of_6,Brain,00000000,,,,,,
patient00764_plane3_2_of_6_lv_00000001.png,Patient00764_Plane3_2_of_6,LV,00000001,,,,,,
patient00764_plane3_5_of_6_csp_00000000.png,Patient00764_Plane3_5_of_6,CSP,00000000,,,,,,
patient00764_plane3_5_of_6_lv_00000001.png,Patient00764_Plane3_5_of_6,LV,00000001,,,,,,
patient00765_plane3_1_of_6_brain_00000000.png,Patient00765_Plane3_1_of_6,Brain,00000000,,,,,,
patient00765_plane3_1_of_6_lv_00000001.png,Patient00765_Plane3_1_of_6,LV,00000001,,,,,,
patient00766_plane3_2_of_3_brain_00000000.png,Patient00766_Plane3_2_of_3,Brain,00000000,,,,,,
patient00766_plane3_2_of_3_csp_00000001.png,Patient00766_Plane3_2_of_3,CSP,00000001,,,,,,
patient00766_plane3_2_of_3_lv_00000002.png,Patient00766_Plane3_2_of_3,LV,00000002,,,,,,
patient00769_plane3_3_of_3_lv_00000000.png,Patient00769_Plane3_3_of_3,LV,00000000,,,,,,
patient00777_plane3_2_of_3_brain_00000000.png,Patient00777_Plane3_2_of_3,Brain,00000000,,,,,,
patient00777_plane3_2_of_3_csp_00000001.png,Patient00777_Plane3_2_of_3,CSP,00000001,,,,,,
patient00777_plane3_2_of_3_lv_00000002.png,Patient00777_Plane3_2_of_3,LV,00000002,,,,,,
patient00778_plane3_2_of_5_brain_00000000.png,Patient00778_Plane3_2_of_5,Brain,00000000,,,,,,
patient00782_plane3_1_of_4_brain_00000000.png,Patient00782_Plane3_1_of_4,Brain,00000000,,,,,,
patient00782_plane3_1_of_4_lv_00000001.png,Patient00782_Plane3_1_of_4,LV,00000001,,,,,,
patient00783_plane3_5_of_5_brain_00000000.png,Patient00783_Plane3_5_of_5,Brain,00000000,,,,,,
patient00783_plane3_5_of_5_lv_00000001.png,Patient00783_Plane3_5_of_5,LV,00000001,,,,,,
patient00783_plane3_5_of_5_csp_00000002.png,Patient00783_Plane3_5_of_5,CSP,00000002,,,,,,
patient00786_plane3_2_of_3_brain_00000000.png,Patient00786_Plane3_2_of_3,Brain,00000000,,,,,,
patient00786_plane3_2_of_3_lv_00000001.png,Patient00786_Plane3_2_of_3,LV,00000001,,,,,,
patient00789_plane3_3_of_3_csp_00000000.png,Patient00789_Plane3_3_of_3,CSP,00000000,,,,,,
patient00789_plane3_3_of_3_lv_00000001.png,Patient00789_Plane3_3_of_3,LV,00000001,,,,,,
patient00790_plane3_3_of_5_brain_00000000.png,Patient00790_Plane3_3_of_5,Brain,00000000,,,,,,
patient00792_plane3_1_of_1_csp_00000000.png,Patient00792_Plane3_1_of_1,CSP,00000000,,,,,,
patient00799_plane3_1_of_3_brain_00000000.png,Patient00799_Plane3_1_of_3,Brain,00000000,,,,,,
patient00799_plane3_1_of_3_lv_00000001.png,Patient00799_Plane3_1_of_3,LV,00000001,,,,,,
patient00801_plane3_1_of_3_brain_00000000.png,Patient00801_Plane3_1_of_3,Brain,00000000,,,,,,
patient00801_plane3_1_of_3_lv_00000001.png,Patient00801_Plane3_1_of_3,LV,00000001,,,,,,
patient00803_plane3_3_of_5_brain_00000000.png,Patient00803_Plane3_3_of_5,Brain,00000000,,,,,,
patient00803_plane3_3_of_5_csp_00000001.png,Patient00803_Plane3_3_of_5,CSP,00000001,,,,,,
patient00803_plane3_3_of_5_lv_00000002.png,Patient00803_Plane3_3_of_5,LV,00000002,,,,,,
patient00803_plane3_4_of_5_brain_00000000.png,Patient00803_Plane3_4_of_5,Brain,00000000,,,,,,
patient00803_plane3_4_of_5_lv_00000001.png,Patient00803_Plane3_4_of_5,LV,00000001,,,,,,
patient00804_plane3_1_of_5_brain_00000000.png,Patient00804_Plane3_1_of_5,Brain,00000000,,,,,,
patient00804_plane3_1_of_5_lv_00000001.png,Patient00804_Plane3_1_of_5,LV,00000001,,,,,,
patient00804_plane3_5_of_5_brain_00000000.png,Patient00804_Plane3_5_of_5,Brain,00000000,,,,,,
patient00804_plane3_5_of_5_lv_00000001.png,Patient00804_Plane3_5_of_5,LV,00000001,,,,,,
patient00806_plane3_1_of_4_brain_00000000.png,Patient00806_Plane3_1_of_4,Brain,00000000,,,,,,
patient00806_plane3_1_of_4_lv_00000001.png,Patient00806_Plane3_1_of_4,LV,00000001,,,,,,
patient00807_plane3_1_of_5_brain_00000000.png,Patient00807_Plane3_1_of_5,Brain,00000000,,,,,,
patient00807_plane3_1_of_5_lv_00000001.png,Patient00807_Plane3_1_of_5,LV,00000001,,,,,,
patient00809_plane3_3_of_3_lv_00000000.png,Patient00809_Plane3_3_of_3,LV,00000000,,,,,,
patient00810_plane3_2_of_2_lv_00000000.png,Patient00810_Plane3_2_of_2,LV,00000000,,,,,,
patient00811_plane3_2_of_5_brain_00000000.png,Patient00811_Plane3_2_of_5,Brain,00000000,,,,,,
patient00811_plane3_2_of_5_lv_00000001.png,Patient00811_Plane3_2_of_5,LV,00000001,,,,,,
patient00812_plane3_2_of_3_brain_00000000.png,Patient00812_Plane3_2_of_3,Brain,00000000,,,,,,
patient00812_plane3_2_of_3_lv_00000001.png,Patient00812_Plane3_2_of_3,LV,00000001,,,,,,
patient00812_plane3_2_of_3_csp_00000002.png,Patient00812_Plane3_2_of_3,CSP,00000002,,,,,,
patient00816_plane3_5_of_6_brain_00000000.png,Patient00816_Plane3_5_of_6,Brain,00000000,,,,,,
patient00818_plane3_2_of_2_brain_00000000.png,Patient00818_Plane3_2_of_2,Brain,00000000,,,,,,
patient00818_plane3_2_of_2_csp_00000001.png,Patient00818_Plane3_2_of_2,CSP,00000001,,,,,,
patient00819_plane3_2_of_4_brain_00000000.png,Patient00819_Plane3_2_of_4,Brain,00000000,,,,,,
patient00819_plane3_2_of_4_lv_00000001.png,Patient00819_Plane3_2_of_4,LV,00000001,,,,,,
patient00819_plane3_4_of_4_brain_00000000.png,Patient00819_Plane3_4_of_4,Brain,00000000,,,,,,
patient00819_plane3_4_of_4_lv_00000001.png,Patient00819_Plane3_4_of_4,LV,00000001,,,,,,
patient00819_plane3_4_of_4_csp_00000002.png,Patient00819_Plane3_4_of_4,CSP,00000002,,,,,,
patient00820_plane3_2_of_3_brain_00000000.png,Patient00820_Plane3_2_of_3,Brain,00000000,,,,,,
patient00820_plane3_2_of_3_lv_00000001.png,Patient00820_Plane3_2_of_3,LV,00000001,,,,,,
patient00820_plane3_2_of_3_csp_00000002.png,Patient00820_Plane3_2_of_3,CSP,00000002,,,,,,
patient00821_plane3_3_of_3_brain_00000000.png,Patient00821_Plane3_3_of_3,Brain,00000000,,,,,,
patient00821_plane3_3_of_3_lv_00000001.png,Patient00821_Plane3_3_of_3,LV,00000001,,,,,,
patient00822_plane3_4_of_6_brain_00000000.png,Patient00822_Plane3_4_of_6,Brain,00000000,,,,,,
patient00822_plane3_4_of_6_csp_00000001.png,Patient00822_Plane3_4_of_6,CSP,00000001,,,,,,
patient00822_plane3_4_of_6_lv_00000002.png,Patient00822_Plane3_4_of_6,LV,00000002,,,,,,
patient00822_plane3_5_of_6_brain_00000000.png,Patient00822_Plane3_5_of_6,Brain,00000000,,,,,,
patient00823_plane3_2_of_4_brain_00000000.png,Patient00823_Plane3_2_of_4,Brain,00000000,,,,,,
patient00823_plane3_2_of_4_csp_00000001.png,Patient00823_Plane3_2_of_4,CSP,00000001,,,,,,
patient00823_plane3_3_of_4_brain_00000000.png,Patient00823_Plane3_3_of_4,Brain,00000000,,,,,,
patient00823_plane3_3_of_4_csp_00000001.png,Patient00823_Plane3_3_of_4,CSP,00000001,,,,,,
patient00823_plane3_3_of_4_lv_00000002.png,Patient00823_Plane3_3_of_4,LV,00000002,,,,,,
patient00826_plane3_1_of_5_brain_00000000.png,Patient00826_Plane3_1_of_5,Brain,00000000,,,,,,
patient00826_plane3_1_of_5_lv_00000001.png,Patient00826_Plane3_1_of_5,LV,00000001,,,,,,
patient00826_plane3_1_of_5_csp_00000002.png,Patient00826_Plane3_1_of_5,CSP,00000002,,,,,,
patient00826_plane3_3_of_5_brain_00000000.png,Patient00826_Plane3_3_of_5,Brain,00000000,,,,,,
patient00826_plane3_3_of_5_csp_00000001.png,Patient00826_Plane3_3_of_5,CSP,00000001,,,,,,
patient00826_plane3_3_of_5_lv_00000002.png,Patient00826_Plane3_3_of_5,LV,00000002,,,,,,
patient00828_plane3_1_of_1_brain_00000000.png,Patient00828_Plane3_1_of_1,Brain,00000000,,,,,,
patient00828_plane3_1_of_1_lv_00000001.png,Patient00828_Plane3_1_of_1,LV,00000001,,,,,,
patient00829_plane3_1_of_5_brain_00000000.png,Patient00829_Plane3_1_of_5,Brain,00000000,,,,,,
patient00829_plane3_1_of_5_lv_00000001.png,Patient00829_Plane3_1_of_5,LV,00000001,,,,,,
patient00829_plane3_5_of_5_brain_00000000.png,Patient00829_Plane3_5_of_5,Brain,00000000,,,,,,
patient00829_plane3_5_of_5_csp_00000001.png,Patient00829_Plane3_5_of_5,CSP,00000001,,,,,,
patient00829_plane3_5_of_5_lv_00000002.png,Patient00829_Plane3_5_of_5,LV,00000002,,,,,,
patient00831_plane3_1_of_1_lv_00000000.png,Patient00831_Plane3_1_of_1,LV,00000000,,,,,,
patient00831_plane3_1_of_1_csp_00000001.png,Patient00831_Plane3_1_of_1,CSP,00000001,,,,,,
patient00832_plane3_2_of_3_lv_00000000.png,Patient00832_Plane3_2_of_3,LV,00000000,,,,,,
patient00834_plane3_2_of_3_brain_00000000.png,Patient00834_Plane3_2_of_3,Brain,00000000,,,,,,
patient00835_plane3_2_of_3_brain_00000000.png,Patient00835_Plane3_2_of_3,Brain,00000000,,,,,,
patient00835_plane3_2_of_3_lv_00000001.png,Patient00835_Plane3_2_of_3,LV,00000001,,,,,,
patient00835_plane3_2_of_3_csp_00000002.png,Patient00835_Plane3_2_of_3,CSP,00000002,,,,,,
patient00837_plane3_5_of_7_brain_00000000.png,Patient00837_Plane3_5_of_7,Brain,00000000,,,,,,
patient00837_plane3_7_of_7_brain_00000000.png,Patient00837_Plane3_7_of_7,Brain,00000000,,,,,,
patient00839_plane3_2_of_4_brain_00000000.png,Patient00839_Plane3_2_of_4,Brain,00000000,,,,,,
patient00840_plane3_1_of_3_brain_00000000.png,Patient00840_Plane3_1_of_3,Brain,00000000,,,,,,
patient00840_plane3_1_of_3_lv_00000001.png,Patient00840_Plane3_1_of_3,LV,00000001,,,,,,
patient00843_plane3_1_of_6_brain_00000000.png,Patient00843_Plane3_1_of_6,Brain,00000000,,,,,,
patient00847_plane3_1_of_4_brain_00000000.png,Patient00847_Plane3_1_of_4,Brain,00000000,,,,,,
